sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done
T0_4568_Tol,1,3,|1||23|,||321||,0,0,1,0,56996,0,0,0
T0_4568_Tol,1,3,|1|3|2|,||321||,1,0,1,0,69667,12671,12671,0
T0_4568_Tol,1,3,|1|32||,||321||,2,0,1,0,87986,30990,18319,0
T0_4568_Tol,1,3,||32|1|,||321||,3,0,1,0,92453,35457,4467,0
T0_4568_Tol,1,3,|1|32||,||321||,4,0,1,0,99768,42772,7315,0
T0_4568_Tol,1,3,||321||,||321||,5,0,1,3,103289,46293,3521,1
T0_4568_Tol,2,3,|2|3|1|,|3|12||,0,0,1,3,117253,0,0,0
T0_4568_Tol,2,3,|23||1|,|3|12||,1,0,1,3,126917,9664,9664,0
T0_4568_Tol,2,3,|23|1||,|3|12||,2,0,1,3,129361,12108,2444,0
T0_4568_Tol,2,3,|2|1|3|,|3|12||,3,0,1,3,132465,15212,3104,0
T0_4568_Tol,2,3,||12|3|,|3|12||,4,0,1,3,134183,16930,1718,0
T0_4568_Tol,2,3,|3|12||,|3|12||,5,0,1,6,136121,18868,1938,1
T0_4568_Tol,3,3,|132|||,|32|1||,0,0,1,6,137609,0,0,0
T0_4568_Tol,3,3,|13||2|,|32|1||,1,0,1,6,143231,5622,5622,0
T0_4568_Tol,3,3,|1|3|2|,|32|1||,2,0,1,6,145041,7432,1810,0
T0_4568_Tol,3,3,|12|3||,|32|1||,3,0,1,6,150010,12401,4969,0
T0_4568_Tol,3,3,|12||3|,|32|1||,4,0,1,6,153599,15990,3589,0
T0_4568_Tol,3,3,|1|2|3|,|32|1||,5,0,1,6,155510,17901,1911,0
T0_4568_Tol,3,3,|12||3|,|32|1||,6,0,1,6,159417,21808,3907,0
T0_4568_Tol,3,3,|12|3||,|32|1||,7,0,1,6,160728,23119,1311,0
T0_4568_Tol,3,3,|12||3|,|32|1||,8,0,1,6,165329,27720,4601,0
T0_4568_Tol,3,3,|1|2|3|,|32|1||,9,0,1,6,167117,29508,1788,0
T0_4568_Tol,3,3,||2|31|,|32|1||,10,0,1,6,169482,31873,2365,0
T0_4568_Tol,3,3,|2||31|,|32|1||,11,0,1,6,171142,33533,1660,0
T0_4568_Tol,3,3,|2|1|3|,|32|1||,12,0,1,6,173408,35799,2266,0
T0_4568_Tol,3,3,||12|3|,|32|1||,13,0,1,6,177156,39547,3748,0
T0_4568_Tol,3,3,|3|12||,|32|1||,14,0,1,6,178597,40988,1441,0
T0_4568_Tol,3,3,|32|1||,|32|1||,15,0,1,9,180705,43096,2108,1
T0_4568_Tol,4,3,|12|3||,|||132|,0,0,1,9,181426,0,0,0
T0_4568_Tol,4,3,|1|32||,|||132|,1,0,1,9,188863,7437,7437,0
T0_4568_Tol,4,3,||32|1|,|||132|,2,0,1,9,190144,8718,1281,0
T0_4568_Tol,4,3,|2|3|1|,|||132|,3,0,1,9,191784,10358,1640,0
T0_4568_Tol,4,3,|2||13|,|||132|,4,0,1,9,192827,11401,1043,0
T0_4568_Tol,4,3,|||132|,|||132|,5,0,1,12,194750,13324,1923,1
T0_4568_Tol,5,3,|2|3|1|,|3|2|1|,0,0,1,12,195427,0,0,0
T0_4568_Tol,5,3,|2||13|,|3|2|1|,1,0,1,12,200845,5418,5418,0
T0_4568_Tol,5,3,||2|13|,|3|2|1|,2,0,1,12,202214,6787,1369,0
T0_4568_Tol,5,3,|3|2|1|,|3|2|1|,3,0,1,15,204054,8627,1840,1
T0_4568_Tol,6,3,|2|3|1|,||312||,0,0,1,15,204906,0,0,0
