sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done
T0_4567_Tol,1,3,|3|1|2|,||21|3|,0,0,1,0,14186,0,0,0
T0_4567_Tol,1,3,|3|12||,||21|3|,1,0,1,0,30893,16707,16707,0
T0_4567_Tol,1,3,||12|3|,||21|3|,2,0,1,0,34440,20254,3547,0
T0_4567_Tol,1,3,|2|1|3|,||21|3|,3,0,1,0,43395,29209,8955,0
T0_4567_Tol,1,3,|2||31|,||21|3|,4,0,1,0,48165,33979,4770,0
T0_4567_Tol,1,3,||2|31|,||21|3|,5,0,1,0,50676,36490,2511,0
T0_4567_Tol,1,3,||21|3|,||21|3|,6,0,1,3,53279,39093,2603,1
T0_4567_Tol,2,3,|23|1||,||3|21|,0,0,1,3,65252,0,0,0
T0_4567_Tol,2,3,|2|13||,||3|21|,1,0,1,3,75374,10122,10122,0
T0_4567_Tol,2,3,||13|2|,||3|21|,2,0,1,3,78524,13272,3150,0
T0_4567_Tol,2,3,|3|1|2|,||3|21|,3,0,1,3,83658,18406,5134,0
T0_4567_Tol,2,3,|3||21|,||3|21|,4,0,1,3,85727,20475,2069,0
T0_4567_Tol,2,3,||3|21|,||3|21|,5,0,1,6,91148,25896,5421,1
T0_4567_Tol,3,3,||31|2|,||13|2|,0,0,1,6,94662,0,0,0
T0_4567_Tol,3,3,|1|3|2|,||13|2|,1,0,1,6,110614,15952,15952,0
T0_4567_Tol,3,3,|1||23|,||13|2|,2,0,1,6,114356,19694,3742,0
T0_4567_Tol,3,3,||1|23|,||13|2|,3,0,1,6,117846,23184,3490,0
T0_4567_Tol,3,3,||13|2|,||13|2|,4,0,1,9,120341,25679,2495,1
T0_4567_Tol,4,3,|3|12||,|1|23||,0,0,1,9,122758,0,0,0
T0_4567_Tol,4,3,||12|3|,|1|23||,1,0,1,9,130856,8098,8098,0
T0_4567_Tol,4,3,|2|1|3|,|1|23||,2,0,1,9,137644,14886,6788,0
T0_4567_Tol,4,3,|23|1||,|1|23||,3,0,1,9,142475,19717,4831,0
T0_4567_Tol,4,3,|23||1|,|1|23||,4,0,1,9,147826,25068,5351,0
T0_4567_Tol,4,3,|2||13|,|1|23||,5,0,1,9,156468,33710,8642,0
T0_4567_Tol,4,3,||2|13|,|1|23||,6,0,1,9,158670,35912,2202,0
T0_4567_Tol,4,3,||23|1|,|1|23||,7,0,1,9,160301,37543,1631,0
T0_4567_Tol,4,3,|1|23||,|1|23||,8,0,1,12,161917,39159,1616,1
T0_4567_Tol,5,3,||231||,|21||3|,0,0,1,12,163636,0,0,0
T0_4567_Tol,5,3,||23|1|,|21||3|,1,0,1,12,171575,7939,7939,0
T0_4567_Tol,5,3,||23|1|,|21||3|,2,0,1,12,178424,14788,6849,0
T0_4567_Tol,5,3,||2|13|,|21||3|,3,0,1,12,182312,18676,3888,0
T0_4567_Tol,5,3,|2||13|,|21||3|,4,0,1,12,184172,20536,1860,0
T0_4567_Tol,5,3,|2|3|1|,|21||3|,5,0,1,12,187097,23461,2925,0
T0_4567_Tol,5,3,|21|3||,|21||3|,6,0,1,12,188553,24917,1456,0
T0_4567_Tol,5,3,|21||3|,|21||3|,7,0,1,15,190520,26884,1967,1
T0_4567_Tol,6,3,||3|21|,|2|3|1|,0,0,1,15,191627,0,0,0
T0_4567_Tol,6,3,||31|2|,|2|3|1|,1,0,1,15,198746,7119,7119,0
T0_4567_Tol,6,3,|2|31||,|2|3|1|,2,0,1,15,200071,8444,1325,0
T0_4567_Tol,6,3,|2|3|1|,|2|3|1|,3,0,1,18,204216,12589,4145,1
T0_4567_Tol,7,3,|231|||,|31||2|,0,0,1,18,206350,0,0,0
T0_4567_Tol,7,3,|23|1||,|31||2|,1,0,1,18,213213,6863,6863,0
T0_4567_Tol,7,3,|2|13||,|31||2|,2,0,1,18,215214,8864,2001,0
